,budget,revenue,runtime,original_language,vote_average,vote_count,main_production_company,main_spoken_language,main_genre,release_month,release_year
2497,55000000,89519773,119,en,6.9,581,Bedford Falls Productions,English,Drama,11,2010
2498,13500000,29027914,107,en,6.9,145,Clear Blue Sky Productions,English,Drama,9,2002
2499,3500000,16566240,112,en,6.9,911,Hunting Lane Films,English,Drama,12,2010
2500,36000000,87416021,97,en,6.9,1553,New Line Cinema,English,Drama,12,2016
2501,16000000,56032889,113,en,6.9,980,Summit Entertainment,English,Drama,3,2010
2502,25000000,15431177,120,en,6.9,112,Walt Disney Pictures,English,Drama,9,2005
2503,20000000,57330873,132,en,6.9,330,Summit Entertainment,English,Drama,3,2017
2504,150000000,585349010,101,en,6.9,4977,Village Roadshow Pictures,English,Drama,12,2007
2505,9000000,41590886,118,en,6.9,66,New Line Cinema,English,Drama,11,1996
2506,14000000,52223306,149,en,6.9,90,Columbia Pictures Corporation,English,Drama,9,1968
2507,6000000,6670712,104,en,6.9,114,Lucky Monkey Pictures,English,Drama,3,2009
2508,12000000,1400000,120,en,6.9,112,TriStar Pictures,English,Drama,12,1984
2509,11500000,186702,108,en,6.9,134,Battleplan Productions,English,Drama,12,2008
2510,10000000,3428048,115,en,6.9,459,Lionsgate,English,Drama,9,2012
2511,8000000,90815558,126,en,6.9,913,Columbia Pictures Corporation,English,Drama,6,1984
2512,1000000,13350369,103,en,6.9,149,IFC Films,English,Drama,12,2005
2513,24000000,88545092,126,en,6.9,285,Miramax Films,English,Drama,12,1999
2514,8000000,23563727,116,en,6.9,101,MTV Films,English,Drama,7,2005
2515,40000000,55247881,129,en,6.9,726,Paramount Pictures,English,Drama,12,2011
2516,3000000,67790117,120,en,6.9,92,Provident Films,English,Drama,8,2015
2517,100000,490475,86,en,6.9,63,The Independent Film Channel Productions,English,Drama,1,2001
2518,15000000,30226144,126,en,6.9,153,The Weinstein Company,English,Drama,12,2007
2519,7000000,200182160,119,en,6.9,948,United Artists,English,Drama,6,1979
2520,35000000,25224242,126,en,6.9,127,Warner Bros.,English,Drama,2,2005
2521,9000000,24922237,106,en,6.9,279,Columbia Pictures,English,Horror,8,1985
2522,75000000,335062621,136,en,6.9,1474,Hollywood Pictures,English,Action,6,1996
2523,4000000,21750000,208,en,6.9,39,Carlyle Productions,English,Action,3,1960
2524,61000000,95696996,124,en,6.9,1495,Paramount Pictures,English,Action,3,2007
2525,6000000,5844868,97,en,6.9,192,Silver Screen Partners,English,Action,2,1986
2526,3716946,5000000,121,en,6.9,48,Warner Bros.,English,Action,5,1970
2527,24000000,83531958,120,en,6.9,861,20th Century Fox,English,Action,7,1991
2528,20000000,5359645,107,en,6.9,1584,Dimension Films,English,Action,12,2002
2529,21000000,177200000,116,en,6.9,429,Columbia Pictures Corporation,English,Comedy,12,1982
2530,12000000,96070507,122,en,6.9,287,Rainforest Films,English,Comedy,4,2012
2531,6500000,23686027,93,en,6.9,455,Universal Pictures,English,Comedy,5,1984
2532,36000000,33459416,98,en,6.9,892,Jersey Films,English,Comedy,8,1996
2533,45000000,90683916,102,en,6.9,722,DreamWorks SKG,English,Comedy,12,1999
2534,60000000,244082376,115,en,6.9,1392,Sunswept Entertainment,English,Comedy,12,2008
2535,14000000,38625550,74,en,6.9,334,Walt Disney Pictures,English,Comedy,7,1986
2536,25000000,17000000,95,en,6.9,542,Columbia Pictures,English,Comedy,10,2002
2537,82000000,47434430,118,en,6.9,444,Mutual Film Company,English,Comedy,12,1999
2538,15000000,33771174,120,en,6.9,159,Twentieth Century Fox Film Corporation,English,Comedy,4,2000
2539,10000000,10389003,89,en,6.9,96,United Artists,English,Comedy,9,1980
2540,62000000,65565672,116,en,6.9,515,Saturn Films,English,Comedy,9,2003
2541,8000000,21706101,124,en,6.9,169,Fine Line Features,English,Comedy,4,1992
2542,8000000,6491240,101,en,6.9,691,Focus Features,English,Comedy,7,2010
2543,25000000,74188937,121,en,6.9,497,Jean Doumanian Productions,English,Comedy,12,2013
2544,777000,140000000,110,en,6.9,330,Lucasfilm,English,Comedy,8,1973
2545,6700000,1430655,87,en,6.9,135,Paper Street Films,English,Comedy,1,2014
2546,1200000,7000000,99,en,6.9,152,Paramount Pictures,English,Comedy,10,1955
2547,5000000,26888376,97,en,6.9,407,The Weinstein Company,English,Comedy,5,2006
2548,17000000,29712172,136,en,6.9,87,Warner Bros.,English,Comedy,8,1982
2549,55000000,70016220,122,en,6.9,1210,Tree Line Films,English,Western,9,2007
2550,4500000,7011317,108,en,6.9,203,Dino De Laurentiis Company,English,Crime,9,1996
2551,18000000,25005257,117,en,6.9,359,Capitol Films,English,Crime,9,2007
2552,10000000,33697647,91,en,6.9,293,American Zoetrope,English,Crime,3,1983
2553,500000,603943,90,en,6.9,110,Whitewater Films,English,Crime,1,2004
2554,44000000,155160045,128,en,6.9,2121,Zero Gravity Management,English,Crime,10,2016
2555,75000000,691210692,142,en,6.9,9634,Lionsgate,English,Science Fiction,3,2012
2556,7000,424760,77,en,6.9,671,Thinkfilm,English,Science Fiction,10,2004
2557,6000000,50244700,99,en,6.9,720,AVCO Embassy Pictures,English,Science Fiction,5,1981
2558,75000000,248118121,106,en,6.9,1994,Limited Edition Productions Inc.,English,Science Fiction,11,2000
2559,9000000,18663238,84,en,6.9,81,Twentieth Century Fox Film Corporation,English,Documentary,8,2011
2560,300000,1750211,88,en,6.9,23,Thinkfilm,English,Documentary,7,2005
2561,1000000,395000,99,en,6.9,258,SpectreVision,فارسی,Horror,1,2014
2562,35000000,61181942,123,en,6.9,1151,TriStar Pictures,Français,Adventure,9,2015
2563,150000000,212011111,138,en,6.9,808,Universal Pictures,Français,Adventure,11,2003
2564,70000000,218613188,99,en,6.9,847,DreamWorks SKG,עִבְרִית,Adventure,12,1998
2565,30000000,611899420,127,en,6.9,888,Icon Productions,עִבְרִית,Drama,2,2004
2566,45000000,306776732,113,en,6.9,695,Miramax Films,Magyar,Action,12,2002
2567,16000000,109502303,126,en,6.9,484,Fox Searchlight Pictures,,Comedy,10,2004
2568,100000,702354,87,en,6.9,166,Duplass Brothers Productions,,Comedy,7,2015
2569,8500000,19985196,92,en,6.9,70,Lionsgate,Português,Family,10,2016
2570,12000000,22921898,121,en,6.9,451,Miramax Films,Pусский,Drama,9,1998
2571,15000000,35509515,114,en,6.9,155,Orion Pictures,Pусский,Action,8,1987
2572,17000000,129042871,97,en,6.9,2401,Paramount Pictures,Kiswahili,Comedy,4,2004
2573,2700000,37799643,118,en,7.0,59,United Artists,العربية,Adventure,10,1979
2574,12000000,68706993,113,en,7.0,390,Paramount Pictures,Deutsch,Crime,2,1985
2575,3500000,5155325,79,en,7.0,234,DC Comics,English,Animation,2,2014
2576,30000000,61255921,118,en,7.0,154,Universal Studios,English,Drama,10,2004
2577,900000,2023414,86,en,7.0,263,Empire Pictures,English,Science Fiction,10,1985
2578,6500000,1521261,113,en,7.0,120,Oscilloscope Laboratories,English,Drama,11,2009
2579,36000000,102244770,116,en,7.0,604,New Line Cinema,English,Drama,2,2002
2580,10000000,1759252,98,en,7.0,54,Summit Entertainment,English,Drama,6,2011
2581,35000000,35323292,102,en,7.0,100,Paramount Pictures,English,Comedy,4,1976
2582,16500000,16942795,126,en,7.0,202,DreamWorks SKG,English,Drama,12,2003
2583,17000000,17185632,113,en,7.0,326,TriStar Pictures,English,Horror,3,1987
2584,35000000,326551094,109,en,7.0,3198,Twentieth Century Fox Film Corporation,English,Comedy,6,2006
2585,7500000,145793296,99,en,7.0,358,The Zanuck Company,English,Comedy,12,1989
2586,14000000,463000000,119,en,7.0,1807,Touchstone Pictures,English,Romance,3,1990
2587,34000000,32255440,139,en,7.0,172,Columbia Pictures,English,Drama,9,1993
2588,20000000,17436509,120,en,7.0,168,The Weinstein Company,English,Documentary,9,2009
2589,31000000,128499205,161,en,7.0,290,Universal Pictures,English,Drama,12,1985
2590,200000000,1065659812,151,en,7.0,5380,Walt Disney Pictures,English,Adventure,6,2006
2591,2000000,18344729,89,en,7.0,206,Rollins-Joffe Productions,English,Comedy,12,1973
2592,7000000,14618727,116,en,7.0,139,Relativity Media,English,Romance,9,2014
2593,12000000,29800000,82,en,7.0,884,Walt Disney Productions,English,Adventure,7,1981
2594,95000000,76432727,89,en,7.0,892,DreamWorks SKG,English,Adventure,3,2000
2595,60000000,137587063,96,en,7.0,1146,Walden Media,English,Adventure,2,2007
2596,70000000,131457682,136,en,7.0,644,TriStar Pictures,English,Adventure,9,1997
2597,15000000,120207127,110,en,7.0,1367,Silver Pictures,English,Adventure,3,1987
2598,125000000,334615000,129,en,7.0,3971,Village Roadshow Pictures,English,Adventure,11,2011
2599,90000000,188133322,114,en,7.0,3213,New Line Cinema,English,Adventure,12,2013
2600,180000000,758539785,97,en,7.0,4607,Walt Disney Pictures,English,Fantasy,5,2014
2601,4000000,87404651,77,en,7.0,1380,RKO Radio Pictures,English,Animation,2,1953
2602,80000000,90874570,74,en,7.0,300,Walt Disney Pictures,English,Animation,12,1999
2603,200000000,743559607,104,en,7.0,3622,Walt Disney Pictures,English,Animation,6,2013
2604,15000000,32056467,83,en,7.0,1155,Walt Disney Productions,English,Animation,11,1973
2605,3000000,572000000,75,en,7.0,1557,RKO Radio Pictures,English,Animation,7,1951
2606,76000000,970761885,98,en,7.0,4729,Universal Pictures,English,Animation,6,2013
2607,40000000,55707411,122,en,7.0,447,Bel Air Entertainment,English,Drama,10,2000
2608,30000000,196114570,104,en,7.0,1328,Spyglass Entertainment,English,Drama,2,2012
2609,30000000,156835339,126,en,7.0,1011,Wendy Finerman Productions,English,Drama,11,2007
2610,21000000,205738714,122,en,7.0,4840,The Weinstein Company,English,Drama,9,2012
2611,45000000,175372502,97,en,7.0,1138,Two Ton Films,English,Drama,12,2007
2612,8250000,30000000,171,en,7.0,64,Metro-Goldwyn-Mayer (MGM),English,Drama,11,1951
2613,60000000,238470033,96,en,7.0,2106,Malpaso Productions,English,Drama,9,2016
2614,60000000,122233971,134,en,7.0,1150,Spyglass Entertainment,English,Drama,12,2009
2615,28000000,64445708,135,en,7.0,162,Walt Disney,English,Drama,2,2004
2616,25000000,23964782,115,en,7.0,855,"Weinstein Company, The",English,Drama,11,2016
2617,3000000,10012022,81,en,7.0,410,HBO Films,English,Drama,5,2003
2618,20000000,50907234,104,en,7.0,445,Scott Rudin Productions,English,Drama,11,2008
2619,500000,33456317,122,en,7.0,100,Carmel Entertainment,English,Drama,9,2008
2620,50000000,110206216,133,en,7.0,1409,Columbia Pictures,English,Drama,9,2011
2621,10000000,21587700,130,en,7.0,1080,FilmNation Entertainment,English,Drama,5,2013
2622,43000000,80049764,136,en,7.0,305,Fountainbridge Films,English,Drama,12,2000
2623,32000000,48814909,129,en,7.0,556,Fox 2000 Pictures,English,Drama,9,2000
2624,15000000,52501541,115,en,7.0,961,Fox Searchlight Pictures,English,Drama,12,2014
2625,32000000,28258060,137,en,7.0,720,Ghoulardi Film Company,English,Drama,9,2012
2626,916000,2403885,99,en,7.0,20,Imagine Entertainment,English,Drama,4,2017
2627,116000000,102000000,170,en,7.0,1526,Miramax Films,English,Drama,12,2004
2628,2650000,3100000,147,en,7.0,71,Norma Productions,English,Drama,7,1962
2629,12500000,6732980,107,en,7.0,195,Oceana Media Finance,English,Drama,9,2010
2630,25000000,41597830,114,en,7.0,461,Paramount Pictures,English,Drama,12,2002
2631,400000,95687,90,en,7.0,20,Serenade Films,English,Drama,9,2005
2632,28000000,47951979,137,en,7.0,162,TriStar Pictures,English,Drama,5,1984
2633,1500000,2000000,112,en,7.0,27,Visible Pictures,English,Drama,10,2016
2634,1800000,33800000,98,en,7.0,977,United Artists,English,Horror,11,1976
2635,9000000,276921998,117,en,7.0,4461,Universal Pictures,English,Horror,11,2016
2636,65000000,422610419,117,en,7.0,5092,Virtual Studios,English,Action,12,2006
2637,6000000,7500000,131,en,7.0,60,Warner Bros.,English,Action,1,1972
2638,20000000,3763988,121,en,7.0,22,Warner Bros.,English,Action,3,1980
2639,9400000,60000000,163,en,7.0,142,United Artists,English,Action,11,1963
2640,72000000,27642707,131,en,7.0,290,DreamWorks SKG,English,Action,10,2001
2641,53000000,157387195,116,en,7.0,508,Hollywood Pictures,English,Action,5,1995
2642,5000000,20146880,96,en,7.0,103,Paramount Pictures,English,Action,1,1992
2643,5500000,42300873,113,en,7.0,273,Solar Productions,English,Action,10,1968
2644,3352254,58831997,118,en,7.0,120,Solar Productions,English,Action,12,1972
2645,34000000,348319861,113,en,7.0,5540,Ingenious Media,English,Action,9,2014
2646,130000000,185258983,163,en,7.0,2892,Paramount Pictures,English,Action,3,2009
2647,17000000,10006806,171,en,7.0,89,The Saul Zaentz Company,English,Comedy,2,1988
2648,7500000,231411584,96,en,7.0,2313,Fox Searchlight Pictures,English,Comedy,12,2007
2649,50000000,142851197,118,en,7.0,2522,Warner Bros.,English,Comedy,7,2011
2650,25000000,441286195,125,en,7.0,1638,Twentieth Century Fox Film Corporation,English,Comedy,11,1993
2651,18000000,99206215,98,en,7.0,1126,Perdido Productions,English,Comedy,7,2013
2652,8000000,39187783,100,en,7.0,1287,Summit Entertainment,English,Comedy,9,2011
2653,50000000,202292902,115,en,7.0,863,Universal Pictures,English,Comedy,12,1998
2654,9500000,14560247,124,en,7.0,341,Samuel Goldwyn,English,Comedy,5,1990
2655,12000000,2280148,101,en,7.0,38,Amblin Entertainment,English,Comedy,3,1992
2656,20000000,121463226,113,en,7.0,2152,Columbia Pictures,English,Comedy,8,2007
2657,3500000,28215918,91,en,7.0,513,New Line Cinema,English,Comedy,4,1995
2658,2700000,141000000,109,en,7.0,420,Universal Pictures,English,Comedy,7,1978
2659,4500000,27092880,90,en,7.0,330,Universal Pictures,English,Comedy,8,1982
2660,22000000,68296293,139,en,7.0,268,Tig Productions,English,Western,8,2003
2661,5900000,51718367,122,en,7.0,99,Columbia Pictures,English,Thriller,3,1979
2662,93000000,482860185,105,en,7.0,4452,Ingenious Film Partners,English,Thriller,8,2011
2663,14000000,2735731,85,en,7.0,80,Orion Pictures,English,Thriller,12,1991
2664,12000000,79567667,114,en,7.0,517,United Artists,English,Thriller,6,1983
2665,6000000,43656822,152,en,7.0,399,United Artists,English,Crime,10,1961
2666,1271000,3788000,81,en,7.0,88,Loew's,English,Crime,1,1955
2667,40000000,85412898,119,en,7.0,923,Lakeshore Entertainment,English,Crime,3,2011
2668,37000000,154026136,125,en,7.0,1516,Legendary Pictures,English,Crime,9,2010
2669,40000000,152266007,149,en,7.0,522,Regency Enterprises,English,Crime,7,1996
2670,31000000,68106245,118,en,7.0,473,New Line Cinema,English,Crime,4,2000
2671,18000000,676698,103,en,7.0,109,Castle Rock Entertainment,English,Crime,1,2002
2672,2500000,4729352,100,en,7.0,117,Avenue Pictures Productions,English,Crime,9,1989
2673,8000000,60378584,110,en,7.0,500,Newmarket Films,English,Crime,11,2003
2674,15000000,43848069,126,en,7.0,557,Twentieth Century Fox Film Corporation,English,Crime,12,1987
2675,658000,23800000,90,en,7.0,75,Bryan Foy Productions,English,Crime,4,1953
2676,14000000,173046663,111,en,7.0,1520,Woods Entertainment,English,Crime,12,1996
2677,50000000,188441614,112,en,7.0,3375,Columbia Pictures,English,Crime,6,2014
2678,6500000,28451622,98,en,7.0,198,Columbia Pictures,English,Crime,4,1999
2679,35000000,182300000,128,en,7.0,692,Universal Pictures,English,Crime,11,1991
2680,46000000,150000000,111,en,7.0,671,Paramount Pictures,English,Science Fiction,11,1996
2681,130000000,519311965,117,en,7.0,6029,Marvel Studios,English,Science Fiction,7,2015
2682,6500000,12376563,131,en,7.0,196,Universal Pictures,English,Science Fiction,3,1971
2683,65000000,217764291,120,en,7.0,1476,Paramount Pictures,Español,Drama,8,2004
2684,3000000,22000000,93,en,7.0,165,Paramount Pictures,Français,Action,7,1974
2685,66000000,177584879,146,en,7.0,1016,DreamWorks SKG,ภาษาไทย,Drama,12,2011
2686,60000000,219417255,128,en,7.1,1974,DreamWorks SKG,български език,Comedy,6,2004
2687,25000000,11000000,99,en,7.1,727,Twentieth Century Fox Film Corporation,广州话 / 廣州話,Action,5,1986
2688,3500000,24046533,115,en,7.1,231,United Artists,Český,Horror,12,1978
2689,160000000,353624124,132,en,7.1,5252,Ingenious Film Partners,Deutsch,Action,5,2011
2690,32000000,40382659,195,en,7.1,70,Barclays Mercantile Industrial Finance,Deutsch,Drama,12,1981
2691,32000000,3566637,75,en,7.1,25,Warner Bros. Pictures,English,Animation,3,1997
2692,125000000,626137675,130,en,7.1,2491,Universal Pictures,English,Action,4,2011
2693,12000000,11293663,106,en,7.1,517,Sidney Kimmel Entertainment,English,Comedy,10,2007
2694,44500000,232324128,120,en,7.1,3473,GK Films,English,Drama,10,2012
2695,52000000,256271286,131,en,7.1,730,Jersey Films,English,Drama,3,2000
2696,40000000,75505856,112,en,7.1,747,Morgan Creek Productions,English,Action,9,1992
2697,16000000,24377151,91,en,7.1,876,Fox Searchlight Pictures,English,Adventure,9,2007
2698,1950000,4460000,132,en,7.1,72,Metro-Goldwyn-Mayer (MGM),English,Adventure,11,1935
2699,50000000,34808403,119,en,7.1,781,Touchstone Pictures,English,Adventure,12,2004
2700,27000000,161849455,105,en,7.1,3888,Rogue Pictures,English,Thriller,3,2011
2701,40000000,128798265,139,en,7.1,790,Paramount Pictures,English,Thriller,12,1999
2702,6000000,5849647,84,en,7.1,134,De Laurentiis Entertainment Group (DEG),English,Animation,8,1986
2703,40600000,90400000,116,en,7.1,763,Paramount Pictures,English,Comedy,6,1983
2704,28000000,333000000,118,en,7.1,2841,Lucasfilm,English,Adventure,5,1984
2705,102000000,358372926,145,en,7.1,2663,DreamWorks SKG,English,Action,6,2002
2706,7000000,573335,103,en,7.1,168,Double Feature Films,English,Romance,10,2015
2707,4000000,205843612,78,en,7.1,1791,Walt Disney Pictures,English,Family,10,1967
2708,165000000,471222889,108,en,7.1,4656,Walt Disney Animation Studios,English,Family,11,2012
2709,150000000,448000000,88,en,7.1,1715,Walt Disney Pictures,English,Adventure,6,1999
2710,70000000,90000098,139,en,7.1,822,Twentieth Century Fox Film Corporation,English,Adventure,8,1989
2711,40000000,244527583,118,en,7.1,2978,Universal Pictures,English,Adventure,5,1990
2712,15000000,73326666,92,en,7.1,1475,"Geffen Company, The",English,Fantasy,2,1988
2713,69000000,543513985,95,en,7.1,6595,Universal Pictures,English,Animation,7,2010
2714,80000000,145771527,85,en,7.1,1371,Walt Disney Pictures,English,Animation,6,2002
2715,59000000,383257136,81,en,7.1,3954,Twentieth Century Fox Film Corporation,English,Animation,3,2002
2716,4000000,55675257,78,en,7.1,1287,Walt Disney Productions,English,Animation,12,1970
2717,6000000,213954274,100,en,7.1,1371,Great American Films Limited Partnership,English,Drama,8,1987
2718,6000000,10409377,97,en,7.1,841,American Zoetrope,English,Drama,4,1999
2719,7000000,1000000,113,en,7.1,78,Metro-Goldwyn-Mayer (MGM),English,Drama,2,1970
2720,3600000,49800000,112,en,7.1,365,United Artists,English,Drama,10,1995
2721,9000000,28607524,114,en,7.1,143,Orion Pictures,English,Drama,11,1986
2722,20000000,22222308,124,en,7.1,340,Columbia Pictures,English,Drama,3,2007
2723,40000000,224920315,120,en,7.1,3492,Columbia Pictures,English,Drama,9,2010
2724,40000000,243240178,138,en,7.1,899,David Brown Productions,English,Drama,12,1992
2725,8000000,8946600,95,en,7.1,307,New Line Cinema,English,Horror,12,1994
2726,85000,30859000,83,en,7.1,617,New Line Cinema,English,Horror,10,1974
2727,10700000,122200000,114,en,7.1,811,SLM Production Group,English,Horror,6,1982
2728,165000000,677718395,115,en,7.1,5880,Walt Disney Pictures,English,Action,10,2016
2729,65000000,261317921,113,en,7.1,1745,TriStar Pictures,English,Action,6,1990
2730,1400000,16361885,134,en,7.1,47,Warner Bros.,English,Action,7,1941
2731,4000000,13008928,94,en,7.1,562,Universal Pictures,English,Action,11,1988
2732,1300000,72266306,99,en,7.1,110,Twentieth Century Fox Film Corporation,English,Action,1,1971
2733,13000000,53000000,102,en,7.1,1494,Orion Pictures,English,Action,7,1987
2734,14000000,116000000,159,en,7.1,230,Twentieth Century Fox Film Corporation,English,Action,12,1974
2735,2500000,3200000,92,en,7.1,97,Metro-Goldwyn-Mayer (MGM),English,Action,8,1967
2736,886000,2600000,103,en,7.1,47,RKO Radio Pictures,English,Comedy,8,1936
2737,18000000,476684675,103,en,7.1,2487,Twentieth Century Fox Film Corporation,English,Comedy,11,1990
2738,15000000,61399552,98,en,7.1,412,Warner Bros.,English,Comedy,7,1983
2739,2500000,26781723,102,en,7.1,631,Fox Searchlight Pictures,English,Comedy,7,2004
2740,6000000,25059640,106,en,7.1,34,MTV Films,English,Comedy,7,1999
2741,13000000,123922370,121,en,7.1,658,Silver Screen Partners III,English,Comedy,12,1987
2742,30000000,53653224,113,en,7.1,743,Mandate Pictures,English,Comedy,9,2006
2743,4600000,23198652,103,en,7.1,695,Fox Searchlight Pictures,English,Comedy,6,2013
2744,6500000,24793509,92,en,7.1,670,Fox Searchlight Pictures,English,Comedy,9,2005
2745,12000000,78756177,85,en,7.1,1020,Paramount Pictures,English,Comedy,12,1988
2746,13500000,11285588,104,en,7.1,169,TriStar Pictures,English,Comedy,8,1993
2747,27000000,71320000,97,en,7.1,668,Hughes Entertainment,English,Comedy,12,1989
2748,3500000,83453539,88,en,7.1,1104,Paramount Pictures,English,Comedy,7,1980
2749,13000000,54837234,102,en,7.1,770,The Weinstein Company,English,Comedy,10,2014
2750,35000000,194564672,121,en,7.1,1926,Waverly Films,English,Comedy,9,2015
2751,20000000,54586584,128,en,7.1,628,Focus Features,English,History,11,2008
2752,44000000,13681765,192,en,7.1,72,Hollywood Pictures,English,History,12,1995
2753,600000,34505110,225,en,7.1,67,Wadleigh-Maurice,English,History,3,1970
2754,1600000,5400000,103,en,7.1,61,RKO Radio Pictures,English,Western,10,1949
2755,5000000,3099314,120,en,7.1,479,Hydraulx,English,Thriller,11,2011
2756,55000000,192330738,132,en,7.1,2997,Columbia Pictures,English,Thriller,9,2014
2757,10000000,13835130,110,en,7.1,74,Jean Doumanian Productions,English,Crime,9,1997
2758,113000000,850000000,140,en,7.1,4200,Lucasfilm,English,Science Fiction,5,2005
2759,19000000,85241496,96,en,7.1,2262,Lionsgate,English,Mystery,7,2016
2760,60000,3221152,84,en,7.1,600,Truth and Soul Pictures Inc,English,Mystery,7,1998
2761,30000000,90259536,90,en,7.1,1090,Konrad Pictures,English,Mystery,4,2003
2762,1103000,4500000,99,en,7.1,140,RKO Radio Pictures,English,Mystery,11,1941
2763,20000000,60000000,127,en,7.1,115,Q Productions,Español,Drama,3,1997
2764,145000000,306941670,97,en,7.1,1981,DreamWorks Animation,Français,Fantasy,11,2012
2765,15000000,14643997,94,en,7.1,377,Paramount Pictures,Français,Comedy,12,1985
2766,2500000,8750000,106,en,7.1,299,Paramount Pictures,Français,Crime,8,1955
2767,30000000,95714875,109,en,7.1,614,Mark Johnson Productions,Hrvatski,Drama,6,2009
2768,75000000,108145109,116,en,7.1,2306,Davis Entertainment,Italiano,Comedy,8,2015
2769,40000000,215862692,128,en,7.1,1087,American Zoetrope,Latin,Romance,11,1992
2770,250000000,1153304495,147,en,7.1,7462,Studio Babelsberg,Română,Adventure,4,2016
2771,30000000,38413606,126,en,7.2,241,Universal Pictures,Český,Adventure,7,1988
2772,149000000,820580447,141,en,7.2,5025,Dune Entertainment,Deutsch,Action,5,2017
2773,15000000,42000000,131,en,7.2,1881,Summit Entertainment,English,Drama,10,2008
2774,355000,1012189,72,en,7.2,254,Universal Pictures,English,Horror,2,1931
2775,2600000,119500000,93,en,7.2,619,Crossbow Productions,English,Western,2,1974
2776,25000000,40903593,113,en,7.2,837,Regency Enterprises,English,Crime,2,1993
2777,12000000,22750363,114,en,7.2,187,TriStar Pictures,English,Drama,9,1993
2778,11000000,45967935,114,en,7.2,1203,Prescience,English,Comedy,5,2014
2779,4653000,6000000,120,en,7.2,96,Paramount Pictures,English,Western,12,1966
2780,7000000,48126384,109,en,7.2,1186,Emmett/Furla Films,English,Crime,9,2012
2781,2135161,7000000,130,en,7.2,233,Universal Pictures,English,Crime,7,1964
2782,6500000,21709020,125,en,7.2,227,Paramount Pictures,English,Thriller,10,1976
2783,1000000,1678874,92,en,7.2,59,Electric Entertainment,English,Documentary,8,2006
2784,7500000,60722734,95,en,7.2,2993,Fox Searchlight Pictures,English,Comedy,7,2009
2785,40000000,222300000,83,en,7.2,1921,Walt Disney Pictures,English,Animation,11,1989
2786,60000000,223664608,123,en,7.2,1558,Geffen Pictures,English,Horror,11,1994
2787,12000000,25333333,160,en,7.2,64,Warner Bros.,English,Adventure,7,1965
2788,500000,3000000,110,en,7.2,359,Scorsese Productions,English,Drama,10,1973
2789,30000000,199200000,134,en,7.2,971,Paramount Pictures,English,Action,3,1990
2790,1644736,7433101,126,en,7.2,79,Columbia Pictures,English,Comedy,8,1938
2791,12000000,20000000,182,en,7.2,59,Twentieth Century Fox Film Corporation,English,Action,12,1966
2792,30000000,14793385,121,en,7.2,564,Southpaw Entertainment,English,Romance,1,2017
2793,40000000,117195061,77,en,7.2,1957,Warner Bros.,English,Romance,9,2005
2794,3000000,1145404,87,en,7.2,50,Hemdale Film,English,Romance,5,1989
2795,6000000,181813770,110,en,7.2,1633,Paramount Pictures,English,Romance,7,1978
2796,25000000,66122026,114,en,7.2,821,Warner Bros.,English,Family,11,2007
2797,1650000,30500000,118,en,7.2,137,Columbia Pictures Corporation,English,War,8,1953
2798,140000000,109578115,95,en,7.2,980,Walt Disney Pictures,English,Adventure,11,2002
2799,100000000,169327687,78,en,7.2,1544,Walt Disney Pictures,English,Adventure,12,2000
2800,18500000,10680275,118,en,7.2,1321,Universal Pictures,English,Adventure,5,1998
2801,44000000,368875760,130,en,7.2,1240,Warner Bros.,English,Adventure,8,1993
2802,1900000,3250000,98,en,7.2,238,Metro-Goldwyn-Mayer (MGM),English,Adventure,3,1956
2803,70000000,329803958,104,en,7.2,1466,Amblin Entertainment,English,Fantasy,6,1988
2804,2280000,83320000,124,en,7.2,831,Walt Disney Pictures,English,Animation,11,1940
2805,40000000,124731534,152,en,7.2,481,Universal Pictures,English,Drama,10,2004
2806,15000000,67182787,125,en,7.2,67,Universal Pictures,English,Drama,3,1980
2807,26000000,35926213,117,en,7.2,777,Relativity Media,English,Drama,10,2014
2808,343000,3000000,90,en,7.2,75,United Artists,English,Drama,4,1955
2809,2000000,21750000,124,en,7.2,78,Stanley Kramer Productions,English,Drama,6,1954
2810,38000000,252276927,110,en,7.2,1701,Paramount Pictures,English,Drama,12,2010
2811,2000000,46122355,109,en,7.2,441,Warner Bros.,English,Drama,7,1972
2812,3500000,27900000,97,en,7.2,179,New Line Cinema,English,Drama,5,1993
2813,500000,1148752,89,en,7.2,64,JDI productions,English,Drama,1,1995
2814,16000000,45361000,130,en,7.2,766,Pathé Entertainment,English,Drama,5,1991
2815,22500000,29252978,116,en,7.2,1990,Universal Pictures,English,Drama,11,2016
2816,53000000,126690726,109,en,7.2,1522,"Film Department, The",English,Drama,10,2009
2817,20000000,60427839,124,en,7.2,943,This Is That Productions,English,Drama,9,2003
2818,90000000,171120329,150,en,7.2,1338,Warner Bros.,English,Drama,7,1997
2819,29000000,309208309,129,en,7.2,1626,Alcon Entertainment,English,Drama,11,2009
2820,25000000,115922175,132,en,7.2,1134,Laura Ziskin Productions,English,Drama,8,2013
2821,5037000,14483352,168,en,7.2,31,Metro-Goldwyn-Mayer (MGM),English,Drama,10,1961
2822,22000000,92542418,132,en,7.2,542,New Line Cinema,English,Drama,12,2001
2823,25000000,93617009,116,en,7.2,1512,Paramount Pictures,English,Drama,12,2010
2824,50000000,73956241,146,en,7.2,401,Universal Pictures,English,Drama,9,1999
